item,domaine,bloc,retenu,n_gauche,n_droite,gs_gauche,gs_centre,gs_droite,ratio_droite_gauche,ic_bas,ic_haut,p_permutation,p_holm,p_bh
QID9_27,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.482420,0.493195,0.497728,1.031732,1.003258,1.065690,0.051097,1.000000,0.116986
QID9_28,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.478911,0.493195,0.495821,1.035309,1.001922,1.069037,0.056047,1.000000,0.125586
QID9_29,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.483656,0.498495,0.495086,1.023633,0.990139,1.059457,0.178991,1.000000,0.309675
QID9_30,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.482420,0.488345,0.500059,1.036564,1.011028,1.065206,0.012899,1.000000,0.038469
QID9_31,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.484058,0.475096,0.491160,1.014671,0.976787,1.049098,0.450327,1.000000,0.614909
QID9_32,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.488163,0.481644,0.499187,1.022582,0.998653,1.050272,0.085296,1.000000,0.169487
QID9_33,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.484455,0.486074,0.493466,1.018599,0.984838,1.050272,0.303485,1.000000,0.459757
QID9_34,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.485236,0.489410,0.498975,1.028314,1.004072,1.056367,0.045548,1.000000,0.107099
QID9_35,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.477986,0.491397,0.495086,1.035776,0.998732,1.073078,0.060097,1.000000,0.130711
QID9_36,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.484848,0.490427,0.479556,0.989085,0.941916,1.029468,0.581971,1.000000,0.727762
QID9_37,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.484058,0.494023,0.487981,1.008105,0.970620,1.045080,0.661517,1.000000,0.778552
QID9_38,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.487460,0.494023,0.493029,1.011425,0.977388,1.041316,0.451927,1.000000,0.615222
QID9_39,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.473580,0.475096,0.496831,1.049095,1.012567,1.088460,0.011499,1.000000,0.034842
QID9_40,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.473580,0.490427,0.495086,1.045411,1.010369,1.085664,0.030498,1.000000,0.076496
QID162,heuristiques_biais,Outcome bias - failure,True,435.000000,284.000000,0.705906,0.740260,0.738740,1.046513,0.977149,1.115191,0.193390,1.000000,0.323557
QID163,heuristiques_biais,Anchoring - African countries low,True,429.000000,286.000000,0.393329,0.429376,0.432830,1.100427,0.954111,1.277089,0.186041,1.000000,0.315596
QID167,heuristiques_biais,Anchoring - redwood low,True,455.000000,298.000000,0.138587,0.102611,0.101959,0.735703,0.391913,1.278610,0.247338,1.000000,0.389221
QID190,heuristiques_biais,WTA/WTP Thaler problem - WTA certainty,True,298.000000,199.000000,0.877025,0.829481,0.808538,0.921909,0.864417,0.964435,0.000100,0.052197,0.000603
QID194,heuristiques_biais,Myside Ford,True,442.000000,272.000000,0.753111,0.757852,0.820979,1.090116,1.058002,1.116939,0.000050,0.030448,0.000350
QID198_1,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.121700,0.144840,0.175606,1.442933,0.888971,2.301700,0.129244,1.000000,0.233559
QID198_2,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.223277,0.260142,0.254181,1.138411,0.828850,1.533766,0.418479,1.000000,0.584527
QID198_3,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.356697,0.382511,0.401769,1.126359,0.958301,1.334151,0.174941,1.000000,0.303531
QID198_4,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.352002,0.368175,0.357411,1.015367,0.830808,1.219284,0.874656,1.000000,0.915233
QID198_5,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.300917,0.332944,0.346021,1.149886,0.924317,1.414609,0.221289,1.000000,0.358417
QID198_6,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.349626,0.396035,0.407872,1.166596,0.983809,1.374667,0.085846,1.000000,0.169487
QID198_7,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.376896,0.379004,0.395473,1.049290,0.889191,1.220647,0.564822,1.000000,0.713274
QID198_8,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.405292,0.444433,0.451990,1.115218,0.991649,1.243254,0.087796,1.000000,0.172476
QID198_9,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.431633,0.396035,0.410852,0.951855,0.827943,1.081206,0.442978,1.000000,0.607598
QID198_10,heuristiques_biais,Probability matching vs. maximizing - Problem 1,True,462.000000,289.000000,0.428365,0.436960,0.419502,0.979310,0.852114,1.103213,0.746163,1.000000,0.827711
QID157,heuristiques_biais,Disease - gain,True,447.000000,279.000000,0.768843,0.791712,0.804776,1.046736,1.017305,1.078076,0.002750,1.000000,0.010402
QID172,heuristiques_biais,Less is More Gamble B,True,290.000000,206.000000,0.786708,0.799156,0.791949,1.006662,0.981604,1.028824,0.542223,1.000000,0.696653
QID175,heuristiques_biais,Proportion dominance 1B,True,290.000000,206.000000,0.537430,0.629091,0.634809,1.181195,1.037644,1.317767,0.010899,1.000000,0.033356
QID178,heuristiques_biais,Proportion dominance 2B,True,290.000000,206.000000,0.729483,0.777532,0.765285,1.049079,0.997406,1.097394,0.067947,1.000000,0.141711
QID183,heuristiques_biais,Absolute vs. relative - calculator,True,470.000000,285.000000,0.393268,0.357523,0.408302,1.038230,0.886420,1.196539,0.618219,1.000000,0.751488
QID193,heuristiques_biais,Allais Form 2,True,444.000000,272.000000,0.490056,0.496741,0.484887,0.989453,0.931691,1.034571,0.673966,1.000000,0.786294
QID159_1,heuristiques_biais,Linda -no conjunction,True,464.000000,276.000000,0.733392,0.751298,0.793913,1.082523,1.040188,1.122880,0.000350,0.169392,0.001692
QID159_2,heuristiques_biais,Linda -no conjunction,True,464.000000,276.000000,0.757271,0.758915,0.791568,1.045290,1.008024,1.081809,0.015199,1.000000,0.043457
QID159_3,heuristiques_biais,Linda -no conjunction,True,464.000000,276.000000,0.706273,0.713355,0.713650,1.010445,0.955618,1.058285,0.692715,1.000000,0.797176
QID173,heuristiques_biais,Less is More Gamble C,True,293.000000,170.000000,0.788443,0.788599,0.775844,0.984021,0.945324,1.014414,0.193390,1.000000,0.323557
QID176,heuristiques_biais,Proportion dominance 1C,True,293.000000,170.000000,0.508977,0.628456,0.652628,1.282236,1.123116,1.462609,0.000950,0.445528,0.004074
QID179,heuristiques_biais,Proportion dominance 2C,True,293.000000,170.000000,0.726121,0.754636,0.784963,1.081037,1.021821,1.138781,0.003200,1.000000,0.011739
QID189,heuristiques_biais,WTA/WTP Thaler problem - WTP certainty,True,288.000000,191.000000,0.783948,0.801280,0.820281,1.046346,0.999541,1.094420,0.047698,1.000000,0.110260
